feat_0,feat_1,feat_2,feat_3,feat_4
0.45310674978847354,0.45310674978847354,0.45310674978847354,0.45310674978847354,0.45310674978847354
0.463115764901465,0.4575522016796751,0.463115764901465,0.4569688282248179,0.4557833773982587
0.4637147951228877,0.4588942931235344,0.4637147951228877,0.4592363083641918,0.4571321610930874
0.46514217571300326,0.4599374172820869,0.46514217571300326,0.4617397382341415,0.4584338027257386
0.41254908324937056,0.41254908324937056,0.41254908324937056,0.41254908324937056,0.41254908324937056
0.46363274014098443,0.4589455639543775,0.46740504654810505,0.46363274014098443,0.46026965996441493
0.46239492599851156,0.46056567763868816,0.4677327379270264,0.46239492599851156,0.46074599610446215
0.4609038499402738,0.4605286876909762,0.46498081768386224,0.4609038499402738,0.4609038499402738
0.45782852640208466,0.4580154810722137,0.4611300386631972,0.45782852640208466,0.45782852640208466
0.4618921038155588,0.46356791659982655,0.46979566895250885,0.4618921038155588,0.4608447769969939
0.4632178612804802,0.460190172807131,0.4686999020884246,0.4632178612804802,0.4604722221471213
0.46430650368157217,0.45824602763682165,0.4681525268766425,0.46430650368157217,0.459823704908764
0.46518916550214623,0.45843692660579144,0.4666041094220251,0.4627021160368412,0.458861742698947
0.465315056876921,0.4589601454567693,0.4647693757462461,0.46010251131542523,0.45762827718926213
0.4647215993832051,0.4576135251235669,0.4633269643454462,0.4577537071937814,0.45629352404990225
0.4580028819155248,0.45762627104117437,0.4580028819155248,0.4556328837691476,0.4545110442722157
0.45531771213496947,0.45531771213496947,0.45531771213496947,0.45375717057914644,0.45301009995708164
0.1089108910891089,0.1089108910891089,0.1089108910891089,0.1089108910891089,0.1089108910891089
0.4528074012189485,0.4528074012189485,0.4528074012189485,0.45089083217053055,0.4507835592015015
0.4521882345484715,0.4521882345484715,0.4521882345484715,0.4500752894794228,0.45007310579452997
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414,0.45005674780967414
0.45176389501017894,0.45176389501017894,0.45176389501017894,0.45005674780967414,0.45005674780967414
0.12475247524752464,0.12475247524752464,0.12475247524752464,0.12475247524752464,0.12475247524752464
0.45591773505169003,0.4541628029989323,0.45591773505169003,0.45080324666270555,0.45078620833841865
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45430630204126815,0.45430630204126815,0.45430630204126815,0.45280875297093476,0.4522669050467896
0.45542917746908324,0.45542917746908324,0.45542917746908324,0.45435635112664824,0.45333894759120824
0.45194515468332563,0.45194515468332563,0.45194515468332563,0.45194515468332563,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.13267326732673268,0.13267326732673268,0.13267326732673268,0.13267326732673268,0.13267326732673268
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45919851762945385,0.45919851762945385,0.45919851762945385,0.45919851762945385,0.45919851762945385
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.12871287128712872,0.12871287128712872,0.12871287128712872,0.12871287128712872,0.12871287128712872
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414
0.42787593332553614,0.42787593332553614,0.42787593332553614,0.42787593332553614,0.42787593332553614
0.45551069521379034,0.45551069521379034,0.45551069521379034,0.4524773014791723,0.45219856321216534
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414,0.45005674780967414
0.08514851485148511,0.08514851485148511,0.08514851485148511,0.08514851485148511,0.08514851485148511
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.06930693069306926,0.06930693069306926,0.06930693069306926,0.06930693069306926,0.06930693069306926
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.452769870313825,0.452769870313825,0.452769870313825,0.452769870313825,0.452769870313825
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414
0.08910891089108908,0.08910891089108908,0.08910891089108908,0.08910891089108908,0.08910891089108908
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414
0.45844975342975913,0.45844975342975913,0.45844975342975913,0.45844975342975913,0.45844975342975913
0.4591576256300621,0.4591576256300621,0.4591576256300621,0.4591576256300621,0.4591576256300621
0.43939870973042994,0.43939870973042994,0.43939870973042994,0.43939870973042994,0.43939870973042994
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45911572240009524,0.45911572240009524,0.45911572240009524,0.45911572240009524,0.45911572240009524
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.4468524720592818,0.4468524720592818,0.4468524720592818,0.4468524720592818,0.4468524720592818
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.057425742574257366,0.057425742574257366,0.057425742574257366,0.057425742574257366,0.057425742574257366
0.45268750911157096,0.45268750911157096,0.45268750911157096,0.45268750911157096,0.45268750911157096
0.45388747964839304,0.45388747964839304,0.45388747964839304,0.45388747964839304,0.45388747964839304
0.4551261302194788,0.4551261302194788,0.4551261302194788,0.4551261302194788,0.4551261302194788
0.45633450654561597,0.45633450654561597,0.45633450654561597,0.45633450654561597,0.45633450654561597
0.45744414109836945,0.45744414109836945,0.45744414109836945,0.45744414109836945,0.45744414109836945
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414
0.18811881188118806,0.18811881188118806,0.18811881188118806,0.18811881188118806,0.18811881188118806
0.4554323022634138,0.4562377358013914,0.45633825136698314,0.4554323022634138,0.4540695853019596
0.459739060777151,0.459739060777151,0.459739060777151,0.459739060777151,0.459739060777151
0.45959680015445115,0.45959680015445115,0.45959680015445115,0.45959680015445115,0.45959680015445115
0.4591576256300621,0.4591576256300621,0.4591576256300621,0.4591576256300621,0.4591576256300621
0.46755595483400136,0.46755595483400136,0.46755595483400136,0.46755595483400136,0.46755595483400136
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45641740474370185,0.45641740474370185,0.45641740474370185,0.45641740474370185,0.45641740474370185
0.46654877563142827,0.46654877563142827,0.46654877563142827,0.46654877563142827,0.46654877563142827
0.45397491447707833,0.45397491447707833,0.45397491447707833,0.45397491447707833,0.45397491447707833
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.4501655670723809,0.45005674780967414
0.45194515468332563,0.45194515468332563,0.45194515468332563,0.45086858491461557,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45194515468332563,0.45194515468332563,0.45194515468332563,0.45139411922380845,0.45005674780967414
-0.7980198019801985,-0.7980198019801985,-0.7980198019801985,-0.7980198019801985,-0.7980198019801985
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.454419515818815,0.454419515818815,0.454419515818815,0.454419515818815,0.45239666138873963
-0.8732673267326732,-0.8732673267326732,-0.8732673267326732,-0.8732673267326732,-0.8732673267326732
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.4503291205963524,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.457590748400601,0.457590748400601,0.457590748400601,0.457590748400601,0.457590748400601
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414
0.4528539963967082,0.4528539963967082,0.4528539963967082,0.4528539963967082,0.4528539963967082
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.4503291205963524,0.4503291205963524,0.4503291205963524,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.4514488715404453,0.4514488715404453,0.4514488715404453,0.4514488715404453,0.4514488715404453
0.45252318094434846,0.45252318094434846,0.45252318094434846,0.45252318094434846,0.45252318094434846
0.454419515818815,0.454419515818815,0.454419515818815,0.4541086874509484,0.45239666138873963
-1.0,-1.0,-1.0,-1.0,-1.0
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.4582673979845995,0.4582673979845995,0.4582673979845995,0.4582673979845995,0.4582673979845995
-0.4653465346534653,-0.4653465346534653,-0.4653465346534653,-0.4653465346534653,-0.4653465346534653
-1.0,-1.0,-1.0,-1.0,-1.0
0.45005674780967414,0.45005674780967414,0.4503291205963524,0.45005674780967414,0.45005674780967414
0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414,0.45005674780967414
0.4592376649037777,0.4592376649037777,0.4592376649037777,0.4592376649037777,0.4592376649037777
0.4366856772978554,0.4366856772978554,0.4366856772978554,0.4366856772978554,0.4366856772978554
